
 
					TH				PH
				---------------------------	---------------------------
THETA      	PHI        	P.REAL     	P.IMAG     	P.REAL     	P.IMAG     
-----------	-----------	-----------	-----------	-----------	-----------
-75.000000	40.000000	-0.209453	-0.112780	 0.141001	 0.041654
-75.000000	45.000000	-0.190263	-0.105657	 0.153726	 0.045741
-75.000000	50.000000	-0.175511	-0.096637	 0.166331	 0.052649
-75.000000	55.000000	-0.160728	-0.088547	 0.178733	 0.059715
-75.000000	60.000000	-0.141343	-0.079465	 0.188784	 0.066312
-75.000000	65.000000	-0.124358	-0.069669	 0.196750	 0.073960
-75.000000	70.000000	-0.105116	-0.054231	 0.204189	 0.076563
-75.000000	75.000000	-0.083891	-0.040429	 0.207427	 0.080950
-75.000000	80.000000	-0.066485	-0.023276	 0.212691	 0.084568
-75.000000	85.000000	-0.047583	-0.008316	 0.214041	 0.085218
-75.000000	90.000000	-0.030644	 0.007917	 0.215180	 0.087923
-75.000000	95.000000	-0.010282	 0.022655	 0.214895	 0.086809
-75.000000	100.000000	 0.007578	 0.039019	 0.209558	 0.083904
-75.000000	105.000000	 0.026454	 0.054150	 0.208780	 0.081380
-75.000000	110.000000	 0.044235	 0.069128	 0.204989	 0.078341
-75.000000	115.000000	 0.062295	 0.085220	 0.197942	 0.072332
-75.000000	120.000000	 0.082161	 0.096982	 0.189203	 0.065800
-75.000000	125.000000	 0.099009	 0.107027	 0.181182	 0.059187
-75.000000	130.000000	 0.116476	 0.117655	 0.169848	 0.051309
-75.000000	135.000000	 0.131675	 0.124506	 0.157237	 0.045067
-75.000000	140.000000	 0.150777	 0.129942	 0.143693	 0.037980
-75.000000	145.000000	 0.167564	 0.134593	 0.129344	 0.028091
-75.000000	150.000000	 0.182978	 0.136259	 0.114280	 0.021063
-75.000000	155.000000	 0.198493	 0.137705	 0.099146	 0.013305
-75.000000	160.000000	 0.211614	 0.133215	 0.079863	 0.009058
-75.000000	165.000000	 0.221134	 0.129183	 0.061988	 0.005763
-75.000000	170.000000	 0.231304	 0.121612	 0.041708	 0.003092
-75.000000	175.000000	 0.240585	 0.111301	 0.022632	 0.001675
-75.000000	180.000000	-0.242981	-0.106272	-0.001588	 0.003902
-70.000000	 0.000000	-0.366154	-0.073157	-0.003980	-0.002249
-70.000000	 5.000000	-0.362729	-0.083333	 0.023894	-0.002046
-70.000000	10.000000	-0.354957	-0.092766	 0.051904	-0.000631
-70.000000	15.000000	-0.348968	-0.103002	 0.077525	-0.001131
-70.000000	20.000000	-0.338535	-0.106431	 0.102146	 0.000679
-70.000000	25.000000	-0.323459	-0.108866	 0.123561	 0.006646
-70.000000	30.000000	-0.307552	-0.114522	 0.149720	 0.013384
-70.000000	35.000000	-0.287837	-0.113494	 0.172517	 0.018188
-70.000000	40.000000	-0.269500	-0.112193	 0.195285	 0.023464
-70.000000	45.000000	-0.250941	-0.105371	 0.214131	 0.028875
-70.000000	50.000000	-0.227696	-0.097975	 0.229723	 0.036180
-70.000000	55.000000	-0.205803	-0.090021	 0.244986	 0.044390
-70.000000	60.000000	-0.180179	-0.080103	 0.258103	 0.051644
-70.000000	65.000000	-0.156143	-0.068132	 0.266945	 0.059651
-70.000000	70.000000	-0.133639	-0.052541	 0.279951	 0.064452
-70.000000	75.000000	-0.107006	-0.038886	 0.285482	 0.066309
-70.000000	80.000000	-0.084399	-0.020788	 0.290898	 0.070605
-70.000000	85.000000	-0.060046	-0.003759	 0.294541	 0.072045
-70.000000	90.000000	-0.035042	 0.012701	 0.294381	 0.070851
-70.000000	95.000000	-0.007225	 0.028045	 0.295831	 0.070718
-70.000000	100.000000	 0.017042	 0.046463	 0.291204	 0.069330
-70.000000	105.000000	 0.041398	 0.064312	 0.288028	 0.066736
-70.000000	110.000000	 0.065277	 0.080232	 0.279981	 0.062540
-70.000000	115.000000	 0.090060	 0.095475	 0.268974	 0.058283
-70.000000	120.000000	 0.116201	 0.108102	 0.259914	 0.053264
-70.000000	125.000000	 0.139578	 0.118987	 0.246964	 0.044591
-70.000000	130.000000	 0.163113	 0.128920	 0.230938	 0.037074
-70.000000	135.000000	 0.183101	 0.137299	 0.215232	 0.030031
-70.000000	140.000000	 0.206182	 0.141186	 0.197437	 0.022949
-70.000000	145.000000	 0.225536	 0.146154	 0.176337	 0.014244
-70.000000	150.000000	 0.242800	 0.147188	 0.153083	 0.007786
-70.000000	155.000000	 0.260964	 0.144318	 0.130460	 0.002997
-70.000000	160.000000	 0.275499	 0.140170	 0.107283	-0.001003
-70.000000	165.000000	 0.289289	 0.133672	 0.084174	-0.003168
-70.000000	170.000000	 0.301422	 0.123983	 0.056585	-0.005213
-70.000000	175.000000	 0.309287	 0.112827	 0.030674	-0.003649
-70.000000	180.000000	-0.313332	-0.104140	-0.001092	 0.002743
-65.000000	 0.000000	-0.468695	-0.029123	-0.000803	-0.000012
-65.000000	 5.000000	-0.465857	-0.042286	 0.033091	-0.003791
-65.000000	10.000000	-0.457745	-0.054210	 0.067054	-0.011633
-65.000000	15.000000	-0.451904	-0.066514	 0.100299	-0.015944
-65.000000	20.000000	-0.441705	-0.073645	 0.132728	-0.014439
-65.000000	25.000000	-0.422640	-0.081010	 0.164684	-0.013634
-65.000000	30.000000	-0.405500	-0.088979	 0.193880	-0.009981
-65.000000	35.000000	-0.383697	-0.091205	 0.223436	-0.003154
-65.000000	40.000000	-0.357251	-0.091323	 0.254786	 0.003008
-65.000000	45.000000	-0.334168	-0.087870	 0.282449	 0.007156
-65.000000	50.000000	-0.303218	-0.083022	 0.304816	 0.013847
-65.000000	55.000000	-0.273249	-0.075106	 0.321501	 0.020762
-65.000000	60.000000	-0.243967	-0.066926	 0.340442	 0.026117
-65.000000	65.000000	-0.210201	-0.055207	 0.354430	 0.030715
-65.000000	70.000000	-0.177438	-0.038807	 0.366314	 0.033524
-65.000000	75.000000	-0.144203	-0.025661	 0.375488	 0.034699
-65.000000	80.000000	-0.111539	-0.011160	 0.383099	 0.037399
-65.000000	85.000000	-0.076417	 0.005730	 0.388398	 0.040208
-65.000000	90.000000	-0.042150	 0.023650	 0.389828	 0.040883
-65.000000	95.000000	-0.006637	 0.039871	 0.390696	 0.040675
-65.000000	100.000000	 0.027025	 0.057032	 0.385710	 0.040187
-65.000000	105.000000	 0.060602	 0.073913	 0.379514	 0.039078
-65.000000	110.000000	 0.095670	 0.090190	 0.369991	 0.032607
-65.000000	115.000000	 0.129480	 0.103700	 0.356685	 0.027613
-65.000000	120.000000	 0.160951	 0.114860	 0.341302	 0.024832
-65.000000	125.000000	 0.190981	 0.124628	 0.321993	 0.016334
-65.000000	130.000000	 0.220905	 0.132477	 0.301621	 0.009878
-65.000000	135.000000	 0.249060	 0.140462	 0.279440	 0.003188
-65.000000	140.000000	 0.277364	 0.142221	 0.254265	-0.003099
-65.000000	145.000000	 0.301513	 0.144245	 0.227948	-0.007398
-65.000000	150.000000	 0.326270	 0.142929	 0.198540	-0.011574
-65.000000	155.000000	 0.348420	 0.134646	 0.165952	-0.013946
-65.000000	160.000000	 0.364906	 0.126543	 0.133731	-0.016622
-65.000000	165.000000	 0.382458	 0.116882	 0.101123	-0.016742
-65.000000	170.000000	 0.396796	 0.106374	 0.067013	-0.015029
-65.000000	175.000000	 0.405704	 0.092760	 0.034219	-0.009158
-65.000000	180.000000	-0.408783	-0.079753	 0.001102	-0.000887
-60.000000	 0.000000	-0.584073	 0.069550	-0.003887	 0.000499
-60.000000	 5.000000	-0.582931	 0.055225	 0.038872	-0.011387
-60.000000	10.000000	-0.577876	 0.038454	 0.083461	-0.024242
-60.000000	15.000000	-0.569077	 0.023510	 0.126667	-0.035275
-60.000000	20.000000	-0.555385	 0.010024	 0.168832	-0.041798
-60.000000	25.000000	-0.535594	-0.005828	 0.212504	-0.047788
-60.000000	30.000000	-0.514616	-0.016302	 0.250935	-0.052988
-60.000000	35.000000	-0.489494	-0.021046	 0.289150	-0.052488
-60.000000	40.000000	-0.456236	-0.026174	 0.325758	-0.048679
-60.000000	45.000000	-0.424815	-0.029609	 0.360067	-0.046057
-60.000000	50.000000	-0.389520	-0.030566	 0.394242	-0.043155
-60.000000	55.000000	-0.349373	-0.029091	 0.418239	-0.042562
-60.000000	60.000000	-0.310074	-0.025850	 0.442146	-0.038984
-60.000000	65.000000	-0.269191	-0.018788	 0.465179	-0.033798
-60.000000	70.000000	-0.226023	-0.008815	 0.482022	-0.032427
-60.000000	75.000000	-0.182351	 0.003536	 0.496819	-0.031629
-60.000000	80.000000	-0.138098	 0.015686	 0.508017	-0.030503
-60.000000	85.000000	-0.090463	 0.025226	 0.514676	-0.027275
-60.000000	90.000000	-0.044368	 0.038752	 0.518386	-0.024565
-60.000000	95.000000	 0.001040	 0.054023	 0.518822	-0.026176
-60.000000	100.000000	 0.047420	 0.065588	 0.512121	-0.027240
-60.000000	105.000000	 0.093170	 0.073937	 0.500733	-0.026502
-60.000000	110.000000	 0.136763	 0.084163	 0.486109	-0.031398
-60.000000	115.000000	 0.178759	 0.094712	 0.467771	-0.036824
-60.000000	120.000000	 0.222197	 0.103708	 0.447451	-0.038576
-60.000000	125.000000	 0.264886	 0.109004	 0.423176	-0.042670
-60.000000	130.000000	 0.304545	 0.109472	 0.394510	-0.044774
-60.000000	135.000000	 0.342466	 0.111881	 0.363900	-0.047932
-60.000000	140.000000	 0.376190	 0.109793	 0.328886	-0.052661
-60.000000	145.000000	 0.405778	 0.103850	 0.291400	-0.053080
-60.000000	150.000000	 0.435424	 0.097468	 0.253799	-0.052255
-60.000000	155.000000	 0.458667	 0.086079	 0.213281	-0.050433
-60.000000	160.000000	 0.477428	 0.072609	 0.172683	-0.047267
-60.000000	165.000000	 0.495079	 0.057312	 0.131373	-0.040366
-60.000000	170.000000	 0.506897	 0.040742	 0.088276	-0.028624
-60.000000	175.000000	 0.514292	 0.023255	 0.045368	-0.015490
-60.000000	180.000000	-0.516939	-0.006154	-0.002583	 0.000930
-55.000000	 0.000000	-0.703696	 0.251017	-0.001611	-0.002246
-55.000000	 5.000000	-0.707888	 0.230109	 0.047899	-0.030861
-55.000000	10.000000	-0.707538	 0.210083	 0.100582	-0.054670
-55.000000	15.000000	-0.699045	 0.193087	 0.153291	-0.078669
-55.000000	20.000000	-0.684694	 0.171921	 0.203425	-0.100303
-55.000000	25.000000	-0.664707	 0.148958	 0.255785	-0.116301
-55.000000	30.000000	-0.639064	 0.130418	 0.307091	-0.131079
-55.000000	35.000000	-0.612293	 0.112942	 0.355590	-0.143143
-55.000000	40.000000	-0.577520	 0.096544	 0.399076	-0.150854
-55.000000	45.000000	-0.535127	 0.084669	 0.440042	-0.156023
-55.000000	50.000000	-0.492168	 0.075718	 0.482635	-0.160712
-55.000000	55.000000	-0.445989	 0.068038	 0.519264	-0.168617
-55.000000	60.000000	-0.395487	 0.063216	 0.552465	-0.173130
-55.000000	65.000000	-0.343078	 0.060073	 0.582817	-0.174016
-55.000000	70.000000	-0.286406	 0.056126	 0.606006	-0.176136
-55.000000	75.000000	-0.227640	 0.056109	 0.624211	-0.177030
-55.000000	80.000000	-0.170800	 0.057228	 0.637486	-0.177382
-55.000000	85.000000	-0.110730	 0.055789	 0.645456	-0.176148
-55.000000	90.000000	-0.047873	 0.057149	 0.648150	-0.173557
-55.000000	95.000000	 0.012789	 0.060246	 0.645200	-0.172655
-55.000000	100.000000	 0.072025	 0.061992	 0.636462	-0.173542
-55.000000	105.000000	 0.132086	 0.060619	 0.624302	-0.174113
-55.000000	110.000000	 0.191345	 0.058852	 0.607763	-0.173171
-55.000000	115.000000	 0.247324	 0.059108	 0.582558	-0.172099
-55.000000	120.000000	 0.301072	 0.058075	 0.553048	-0.172434
-55.000000	125.000000	 0.353071	 0.052404	 0.521373	-0.173275
-55.000000	130.000000	 0.402567	 0.042219	 0.485262	-0.169917
-55.000000	135.000000	 0.448413	 0.032235	 0.447442	-0.164235
-55.000000	140.000000	 0.488850	 0.020891	 0.404320	-0.158936
-55.000000	145.000000	 0.525964	 0.006980	 0.355596	-0.149931
-55.000000	150.000000	 0.559149	-0.009702	 0.307053	-0.137922
-55.000000	155.000000	 0.585363	-0.031259	 0.256940	-0.123612
-55.000000	160.000000	 0.607720	-0.051674	 0.204960	-0.106212
-55.000000	165.000000	 0.623731	-0.071244	 0.152316	-0.086874
-55.000000	170.000000	 0.632185	-0.094295	 0.100218	-0.062406
-55.000000	175.000000	 0.636602	-0.116589	 0.050146	-0.032949
-55.000000	180.000000	-0.636063	 0.136452	-0.001156	 0.002859
-50.000000	 0.000000	-0.784375	 0.507668	 0.000661	-0.002071
-50.000000	 5.000000	-0.794009	 0.484289	 0.054799	-0.053466
-50.000000	10.000000	-0.797249	 0.462672	 0.111946	-0.099583
-50.000000	15.000000	-0.793962	 0.438580	 0.172028	-0.143983
-50.000000	20.000000	-0.785903	 0.410268	 0.231475	-0.185640
-50.000000	25.000000	-0.770306	 0.385025	 0.290267	-0.220891
-50.000000	30.000000	-0.743333	 0.359587	 0.347201	-0.252366
-50.000000	35.000000	-0.710660	 0.329725	 0.402544	-0.282660
-50.000000	40.000000	-0.672050	 0.300430	 0.457118	-0.310877
-50.000000	45.000000	-0.625230	 0.273135	 0.508443	-0.333365
-50.000000	50.000000	-0.575755	 0.247084	 0.556122	-0.350938
-50.000000	55.000000	-0.522033	 0.221810	 0.601236	-0.368592
-50.000000	60.000000	-0.460569	 0.197449	 0.643740	-0.382738
-50.000000	65.000000	-0.396257	 0.176211	 0.680710	-0.391444
-50.000000	70.000000	-0.330624	 0.156459	 0.709775	-0.398083
-50.000000	75.000000	-0.262250	 0.136482	 0.730735	-0.402270
-50.000000	80.000000	-0.191878	 0.118793	 0.745244	-0.404370
-50.000000	85.000000	-0.118217	 0.104295	 0.755855	-0.405859
-50.000000	90.000000	-0.042719	 0.087345	 0.760342	-0.407055
-50.000000	95.000000	 0.031085	 0.066633	 0.755369	-0.407813
-50.000000	100.000000	 0.103523	 0.048502	 0.742896	-0.408290
-50.000000	105.000000	 0.176047	 0.031573	 0.727289	-0.406277
-50.000000	110.000000	 0.247925	 0.013408	 0.706653	-0.400220
-50.000000	115.000000	 0.316462	-0.005957	 0.676993	-0.392432
-50.000000	120.000000	 0.380904	-0.028529	 0.642989	-0.381576
-50.000000	125.000000	 0.442658	-0.051159	 0.605697	-0.367339
-50.000000	130.000000	 0.500153	-0.073890	 0.561306	-0.351865
-50.000000	135.000000	 0.551190	-0.099961	 0.513384	-0.333548
-50.000000	140.000000	 0.597545	-0.126518	 0.462355	-0.311937
-50.000000	145.000000	 0.639804	-0.153519	 0.406919	-0.286875
-50.000000	150.000000	 0.674462	-0.185458	 0.350525	-0.257958
-50.000000	155.000000	 0.701315	-0.219108	 0.292426	-0.225973
-50.000000	160.000000	 0.721785	-0.248163	 0.231854	-0.189451
-50.000000	165.000000	 0.734270	-0.276644	 0.171983	-0.148327
-50.000000	170.000000	 0.740366	-0.307344	 0.114408	-0.103474
-50.000000	175.000000	 0.740864	-0.334016	 0.058245	-0.053910
-50.000000	180.000000	-0.734811	 0.355405	-0.002996	 0.000957
-45.000000	 0.000000	-0.809607	 0.881670	-0.004621	-0.000618
-45.000000	 5.000000	-0.825723	 0.860713	 0.048790	-0.078612
-45.000000	10.000000	-0.834187	 0.836895	 0.106019	-0.153290
-45.000000	15.000000	-0.836163	 0.805191	 0.165842	-0.225842
-45.000000	20.000000	-0.831308	 0.766206	 0.227580	-0.295680
-45.000000	25.000000	-0.818354	 0.725384	 0.289696	-0.360660
-45.000000	30.000000	-0.794990	 0.681568	 0.350299	-0.420083
-45.000000	35.000000	-0.763094	 0.636082	 0.410106	-0.474946
-45.000000	40.000000	-0.725289	 0.590890	 0.470682	-0.525205
-45.000000	45.000000	-0.680009	 0.542809	 0.529848	-0.568611
-45.000000	50.000000	-0.627278	 0.493695	 0.585128	-0.606243
-45.000000	55.000000	-0.569329	 0.445479	 0.636714	-0.640603
-45.000000	60.000000	-0.506045	 0.395611	 0.684227	-0.668938
-45.000000	65.000000	-0.436422	 0.346834	 0.725407	-0.690742
-45.000000	70.000000	-0.361822	 0.301090	 0.757379	-0.709969
-45.000000	75.000000	-0.283941	 0.254027	 0.778684	-0.726966
-45.000000	80.000000	-0.201595	 0.205376	 0.792128	-0.739609
-45.000000	85.000000	-0.115806	 0.158190	 0.801059	-0.746932
-45.000000	90.000000	-0.031707	 0.111549	 0.804564	-0.749260
-45.000000	95.000000	 0.051166	 0.065133	 0.801222	-0.747908
-45.000000	100.000000	 0.136216	 0.019028	 0.790922	-0.742485
-45.000000	105.000000	 0.219439	-0.028559	 0.773113	-0.731264
-45.000000	110.000000	 0.296960	-0.075753	 0.748101	-0.716741
-45.000000	115.000000	 0.371745	-0.123023	 0.717973	-0.699994
-45.000000	120.000000	 0.445248	-0.173019	 0.683198	-0.675657
-45.000000	125.000000	 0.514071	-0.221947	 0.640140	-0.644851
-45.000000	130.000000	 0.575673	-0.269816	 0.588745	-0.612031
-45.000000	135.000000	 0.630348	-0.319162	 0.534232	-0.573951
-45.000000	140.000000	 0.678221	-0.366023	 0.477119	-0.530222
-45.000000	145.000000	 0.718407	-0.411612	 0.416521	-0.482493
-45.000000	150.000000	 0.750608	-0.459449	 0.354855	-0.427971
-45.000000	155.000000	 0.774697	-0.504560	 0.291775	-0.367835
-45.000000	160.000000	 0.790775	-0.545737	 0.227311	-0.303885
-45.000000	165.000000	 0.799718	-0.586825	 0.165398	-0.234731
-45.000000	170.000000	 0.799827	-0.623479	 0.108061	-0.162078
-45.000000	175.000000	 0.789775	-0.650659	 0.054206	-0.086177
-45.000000	180.000000	-0.775045	 0.671546	-0.002829	 0.004852
-40.000000	 0.000000	-0.718513	 1.324722	-0.004404	-0.002939
-40.000000	 5.000000	-0.741315	 1.302466	 0.042615	-0.116323
-40.000000	10.000000	-0.758401	 1.274062	 0.092720	-0.226391
-40.000000	15.000000	-0.769557	 1.239198	 0.144952	-0.332320
-40.000000	20.000000	-0.771414	 1.196899	 0.200039	-0.434029
-40.000000	25.000000	-0.764318	 1.146877	 0.257518	-0.530959
-40.000000	30.000000	-0.749990	 1.088917	 0.316504	-0.621412
-40.000000	35.000000	-0.727757	 1.025917	 0.375795	-0.704691
-40.000000	40.000000	-0.696253	 0.959317	 0.433668	-0.782117
-40.000000	45.000000	-0.654525	 0.887394	 0.489433	-0.854117
-40.000000	50.000000	-0.604212	 0.811816	 0.543361	-0.919114
-40.000000	55.000000	-0.549130	 0.734340	 0.594518	-0.975358
-40.000000	60.000000	-0.488455	 0.653137	 0.640453	-1.022819
-40.000000	65.000000	-0.418054	 0.569276	 0.678691	-1.063231
-40.000000	70.000000	-0.340480	 0.485984	 0.708210	-1.096940
-40.000000	75.000000	-0.261438	 0.402593	 0.730715	-1.122795
-40.000000	80.000000	-0.179808	 0.316928	 0.748379	-1.141480
-40.000000	85.000000	-0.094326	 0.229378	 0.759950	-1.153959
-40.000000	90.000000	-0.009574	 0.141914	 0.763759	-1.159530
-40.000000	95.000000	 0.073884	 0.054959	 0.761345	-1.157631
-40.000000	100.000000	 0.159555	-0.033175	 0.752749	-1.147247
-40.000000	105.000000	 0.244715	-0.121600	 0.735479	-1.127621
-40.000000	110.000000	 0.325065	-0.207161	 0.710325	-1.100897
-40.000000	115.000000	 0.401503	-0.290938	 0.679578	-1.067454
-40.000000	120.000000	 0.473668	-0.374279	 0.641823	-1.024813
-40.000000	125.000000	 0.538931	-0.455033	 0.595994	-0.974735
-40.000000	130.000000	 0.598151	-0.534479	 0.545325	-0.918960
-40.000000	135.000000	 0.651592	-0.613733	 0.491911	-0.854676
-40.000000	140.000000	 0.695556	-0.688769	 0.435011	-0.782725
-40.000000	145.000000	 0.729371	-0.758977	 0.376363	-0.705414
-40.000000	150.000000	 0.755170	-0.825715	 0.317923	-0.620640
-40.000000	155.000000	 0.771320	-0.886064	 0.258424	-0.528907
-40.000000	160.000000	 0.777495	-0.939729	 0.198999	-0.432863
-40.000000	165.000000	 0.777566	-0.988896	 0.143599	-0.331729
-40.000000	170.000000	 0.770478	-1.030791	 0.092824	-0.225547
-40.000000	175.000000	 0.753380	-1.062133	 0.045094	-0.115757
-40.000000	180.000000	-0.730505	 1.083483	-0.001043	 0.002617
-35.000000	 0.000000	-0.490777	 1.847958	-0.004802	-0.003930
-35.000000	 5.000000	-0.521871	 1.831973	 0.017964	-0.154523
-35.000000	10.000000	-0.548412	 1.804339	 0.046365	-0.301960
-35.000000	15.000000	-0.568995	 1.764688	 0.080363	-0.445670
-35.000000	20.000000	-0.580752	 1.712654	 0.117739	-0.585859
-35.000000	25.000000	-0.584539	 1.648612	 0.157039	-0.721211
-35.000000	30.000000	-0.582193	 1.572940	 0.199596	-0.848795
-35.000000	35.000000	-0.572252	 1.486800	 0.245162	-0.967377
-35.000000	40.000000	-0.552761	 1.391648	 0.290113	-1.078917
-35.000000	45.000000	-0.524365	 1.288371	 0.332870	-1.184239
-35.000000	50.000000	-0.488868	 1.178358	 0.375866	-1.279734
-35.000000	55.000000	-0.446780	 1.063273	 0.420049	-1.361884
-35.000000	60.000000	-0.396594	 0.943660	 0.461662	-1.432590
-35.000000	65.000000	-0.337501	 0.819483	 0.495916	-1.495631
-35.000000	70.000000	-0.272316	 0.691274	 0.521748	-1.549946
-35.000000	75.000000	-0.204208	 0.560314	 0.541749	-1.591522
-35.000000	80.000000	-0.132882	 0.428081	 0.557764	-1.619787
-35.000000	85.000000	-0.058277	 0.295168	 0.568625	-1.637225
-35.000000	90.000000	 0.016883	 0.160876	 0.573015	-1.644804
-35.000000	95.000000	 0.091391	 0.024654	 0.570998	-1.641029
-35.000000	100.000000	 0.166128	-0.111743	 0.561941	-1.624193
-35.000000	105.000000	 0.240134	-0.245031	 0.545156	-1.594614
-35.000000	110.000000	 0.311447	-0.374698	 0.521893	-1.554104
-35.000000	115.000000	 0.378716	-0.503105	 0.493195	-1.502856
-35.000000	120.000000	 0.439567	-0.629765	 0.458904	-1.439871
-35.000000	125.000000	 0.492506	-0.751440	 0.420529	-1.365888
-35.000000	130.000000	 0.539140	-0.867380	 0.380169	-1.281686
-35.000000	135.000000	 0.579780	-0.977635	 0.337174	-1.186834
-35.000000	140.000000	 0.611784	-1.080312	 0.291121	-1.082659
-35.000000	145.000000	 0.634604	-1.174995	 0.244789	-0.971065
-35.000000	150.000000	 0.649298	-1.262470	 0.200028	-0.851568
-35.000000	155.000000	 0.654256	-1.341063	 0.156199	-0.723851
-35.000000	160.000000	 0.648515	-1.408909	 0.114572	-0.589225
-35.000000	165.000000	 0.634569	-1.466427	 0.077967	-0.448621
-35.000000	170.000000	 0.613847	-1.513354	 0.046653	-0.303041
-35.000000	175.000000	 0.586442	-1.547204	 0.019694	-0.154438
-35.000000	180.000000	-0.554555	 1.566259	 0.001583	 0.004338
-30.000000	 0.000000	-0.117088	 2.371008	-0.010441	-0.003601
-30.000000	 5.000000	-0.154397	 2.360116	-0.025521	-0.189609
-30.000000	10.000000	-0.189088	 2.332455	-0.032995	-0.373728
-30.000000	15.000000	-0.219848	 2.287436	-0.033324	-0.555407
-30.000000	20.000000	-0.245041	 2.225740	-0.029209	-0.734088
-30.000000	25.000000	-0.264572	 2.148583	-0.021715	-0.908079
-30.000000	30.000000	-0.278368	 2.056221	-0.008941	-1.074848
-30.000000	35.000000	-0.284995	 1.948723	 0.009837	-1.232790
-30.000000	40.000000	-0.283654	 1.827481	 0.031860	-1.381937
-30.000000	45.000000	-0.275556	 1.694792	 0.054445	-1.521775
-30.000000	50.000000	-0.261929	 1.552512	 0.077777	-1.649366
-30.000000	55.000000	-0.242157	 1.401686	 0.102358	-1.761596
-30.000000	60.000000	-0.214839	 1.242805	 0.126128	-1.858659
-30.000000	65.000000	-0.179847	 1.075978	 0.145906	-1.942951
-30.000000	70.000000	-0.138763	 0.901633	 0.160428	-2.014832
-30.000000	75.000000	-0.093636	 0.721609	 0.170676	-2.071835
-30.000000	80.000000	-0.046012	 0.538813	 0.177917	-2.112037
-30.000000	85.000000	 0.002985	 0.355083	 0.182434	-2.136034
-30.000000	90.000000	 0.052529	 0.170035	 0.183753	-2.145117
-30.000000	95.000000	 0.102012	-0.017021	 0.181166	-2.138964
-30.000000	100.000000	 0.150427	-0.204580	 0.174359	-2.116091
-30.000000	105.000000	 0.196502	-0.389607	 0.164026	-2.076009
-30.000000	110.000000	 0.239715	-0.570294	 0.151093	-2.019878
-30.000000	115.000000	 0.279762	-0.746320	 0.135425	-1.949003
-30.000000	120.000000	 0.315299	-0.916682	 0.116743	-1.863823
-30.000000	125.000000	 0.344949	-1.079420	 0.096173	-1.764365
-30.000000	130.000000	 0.368560	-1.233140	 0.075022	-1.650848
-30.000000	135.000000	 0.385778	-1.377047	 0.053266	-1.524250
-30.000000	140.000000	 0.395093	-1.510371	 0.031193	-1.386508
-30.000000	145.000000	 0.395690	-1.632562	 0.010843	-1.239229
-30.000000	150.000000	 0.388389	-1.742610	-0.005830	-1.082646
-30.000000	155.000000	 0.374206	-1.838329	-0.018432	-0.916911
-30.000000	160.000000	 0.353590	-1.918005	-0.026795	-0.743465
-30.000000	165.000000	 0.326950	-1.981774	-0.029951	-0.564320
-30.000000	170.000000	 0.295138	-2.029742	-0.026828	-0.381081
-30.000000	175.000000	 0.259968	-2.060253	-0.016737	-0.195189
-30.000000	180.000000	-0.223893	 2.071952	-0.000724	 0.008208
-25.000000	 0.000000	 0.420770	 2.849809	-0.011312	-0.002423
-25.000000	 5.000000	 0.383569	 2.844938	-0.075913	-0.222212
-25.000000	10.000000	 0.343669	 2.818589	-0.133357	-0.441776
-25.000000	15.000000	 0.301871	 2.771290	-0.183006	-0.659169
-25.000000	20.000000	 0.260122	 2.704272	-0.225633	-0.872490
-25.000000	25.000000	 0.220319	 2.618313	-0.262237	-1.080029
-25.000000	30.000000	 0.183816	 2.513112	-0.292973	-1.280167
-25.000000	35.000000	 0.151468	 2.388314	-0.317654	-1.471406
-25.000000	40.000000	 0.123500	 2.244872	-0.336533	-1.652526
-25.000000	45.000000	 0.099681	 2.084884	-0.350127	-1.822343
-25.000000	50.000000	 0.080076	 1.910295	-0.358954	-1.979181
-25.000000	55.000000	 0.065423	 1.722290	-0.364039	-2.120925
-25.000000	60.000000	 0.056515	 1.521901	-0.367201	-2.245800
-25.000000	65.000000	 0.053340	 1.310733	-0.370195	-2.352817
-25.000000	70.000000	 0.054881	 1.091005	-0.373609	-2.441370
-25.000000	75.000000	 0.059627	 0.865091	-0.376836	-2.510798
-25.000000	80.000000	 0.066200	 0.634950	-0.379043	-2.560635
-25.000000	85.000000	 0.073722	 0.401731	-0.380050	-2.590943
-25.000000	90.000000	 0.081719	 0.165965	-0.380433	-2.601954
-25.000000	95.000000	 0.089680	-0.071549	-0.380914	-2.593407
-25.000000	100.000000	 0.096821	-0.308947	-0.381648	-2.564624
-25.000000	105.000000	 0.102390	-0.543532	-0.382135	-2.515325
-25.000000	110.000000	 0.105872	-0.772723	-0.381793	-2.446117
-25.000000	115.000000	 0.106626	-0.994592	-0.380227	-2.358054
-25.000000	120.000000	 0.103718	-1.207581	-0.376780	-2.251914
-25.000000	125.000000	 0.096606	-1.410136	-0.370369	-2.128149
-25.000000	130.000000	 0.085590	-1.600701	-0.360338	-1.987473
-25.000000	135.000000	 0.071005	-1.777832	-0.347025	-1.831340
-25.000000	140.000000	 0.052245	-1.940178	-0.330864	-1.661667
-25.000000	145.000000	 0.028132	-2.086281	-0.311190	-1.480111
-25.000000	150.000000	-0.001871	-2.214495	-0.286496	-1.287895
-25.000000	155.000000	-0.037243	-2.323430	-0.255657	-1.086383
-25.000000	160.000000	-0.076975	-2.412678	-0.218442	-0.877464
-25.000000	165.000000	-0.120057	-2.482606	-0.174872	-0.663112
