
 
					TH				PH
				---------------------------	---------------------------
THETA      	PHI        	P.REAL     	P.IMAG     	P.REAL     	P.IMAG     
-----------	-----------	-----------	-----------	-----------	-----------
30.000000	140.000000	-0.170536	-1.843985	-0.298460	-1.347545
30.000000	145.000000	-0.145088	-1.965817	-0.246478	-1.206458
30.000000	150.000000	-0.115090	-2.074002	-0.196375	-1.054957
30.000000	155.000000	-0.082166	-2.166906	-0.149890	-0.893610
30.000000	160.000000	-0.046593	-2.243205	-0.107492	-0.724017
30.000000	165.000000	-0.007614	-2.302015	-0.069648	-0.548078
30.000000	170.000000	 0.034428	-2.342766	-0.037299	-0.367246
30.000000	175.000000	 0.076915	-2.365483	-0.010726	-0.182753
30.000000	180.000000	-0.117088	 2.371008	-0.010441	-0.003601
35.000000	 0.000000	-0.554555	 1.566259	 0.001583	 0.004338
35.000000	 5.000000	-0.519880	 1.571591	 0.014701	-0.146907
35.000000	10.000000	-0.482253	 1.564097	 0.019643	-0.298864
35.000000	15.000000	-0.443028	 1.541408	 0.019287	-0.448833
35.000000	20.000000	-0.403881	 1.501585	 0.015301	-0.592873
35.000000	25.000000	-0.364825	 1.447286	 0.006453	-0.730727
35.000000	30.000000	-0.326882	 1.381499	-0.007361	-0.865170
35.000000	35.000000	-0.291919	 1.303188	-0.024193	-0.994934
35.000000	40.000000	-0.260141	 1.211479	-0.043338	-1.115046
35.000000	45.000000	-0.231196	 1.109127	-0.064172	-1.224427
35.000000	50.000000	-0.205268	 0.998564	-0.084358	-1.325581
35.000000	55.000000	-0.182420	 0.879245	-0.103251	-1.417974
35.000000	60.000000	-0.162686	 0.750776	-0.122347	-1.498660
35.000000	65.000000	-0.145656	 0.614665	-0.141220	-1.566979
35.000000	70.000000	-0.130625	 0.472509	-0.158051	-1.623395
35.000000	75.000000	-0.118025	 0.325716	-0.172372	-1.667230
35.000000	80.000000	-0.108018	 0.176227	-0.183693	-1.698584
35.000000	85.000000	-0.098750	 0.025188	-0.190596	-1.718284
35.000000	90.000000	-0.088873	-0.127636	-0.192353	-1.724969
35.000000	95.000000	-0.078553	-0.282096	-0.189017	-1.716762
35.000000	100.000000	-0.067052	-0.436692	-0.180734	-1.695343
35.000000	105.000000	-0.053168	-0.589103	-0.167656	-1.663784
35.000000	110.000000	-0.036509	-0.737206	-0.149912	-1.621983
35.000000	115.000000	-0.016505	-0.880480	-0.128505	-1.568239
35.000000	120.000000	 0.006945	-1.019246	-0.105334	-1.502068
35.000000	125.000000	 0.033147	-1.151402	-0.081749	-1.422737
35.000000	130.000000	 0.062988	-1.273091	-0.058571	-1.329952
35.000000	135.000000	 0.098177	-1.383635	-0.036192	-1.226430
35.000000	140.000000	 0.138016	-1.485215	-0.014247	-1.114906
35.000000	145.000000	 0.180626	-1.577386	 0.006364	-0.995107
35.000000	150.000000	 0.225746	-1.656870	 0.022821	-0.866697
35.000000	155.000000	 0.273159	-1.721897	 0.033562	-0.731131
35.000000	160.000000	 0.320729	-1.773108	 0.039129	-0.590051
35.000000	165.000000	 0.366691	-1.811750	 0.039606	-0.445012
35.000000	170.000000	 0.411278	-1.838089	 0.034141	-0.297370
35.000000	175.000000	 0.453640	-1.850543	 0.022359	-0.147487
35.000000	180.000000	-0.490777	 1.847958	-0.004802	-0.003930
40.000000	 0.000000	-0.730505	 1.083483	-0.001043	 0.002617
40.000000	 5.000000	-0.704171	 1.095092	 0.036398	-0.112429
40.000000	10.000000	-0.671516	 1.095602	 0.065630	-0.228128
40.000000	15.000000	-0.634709	 1.084420	 0.089495	-0.344389
40.000000	20.000000	-0.596723	 1.063063	 0.110355	-0.459051
40.000000	25.000000	-0.556281	 1.033242	 0.125982	-0.570361
40.000000	30.000000	-0.514837	 0.993102	 0.135780	-0.678873
40.000000	35.000000	-0.474114	 0.940065	 0.141894	-0.782578
40.000000	40.000000	-0.432662	 0.876380	 0.144290	-0.878156
40.000000	45.000000	-0.391614	 0.805542	 0.144018	-0.966569
40.000000	50.000000	-0.352172	 0.727042	 0.143987	-1.049193
40.000000	55.000000	-0.311850	 0.639748	 0.142636	-1.123359
40.000000	60.000000	-0.271032	 0.545717	 0.137190	-1.187742
40.000000	65.000000	-0.233054	 0.446851	 0.130732	-1.244286
40.000000	70.000000	-0.197301	 0.341719	 0.126420	-1.292469
40.000000	75.000000	-0.161683	 0.229565	 0.122131	-1.329911
40.000000	80.000000	-0.126498	 0.113741	 0.117181	-1.356821
40.000000	85.000000	-0.091902	-0.002807	 0.114581	-1.374209
40.000000	90.000000	-0.058170	-0.120581	 0.115624	-1.381190
40.000000	95.000000	-0.025431	-0.239519	 0.119252	-1.376281
40.000000	100.000000	 0.008796	-0.357315	 0.123787	-1.359954
40.000000	105.000000	 0.045577	-0.472198	 0.128828	-1.333847
40.000000	110.000000	 0.083600	-0.583446	 0.136416	-1.296660
40.000000	115.000000	 0.124223	-0.690191	 0.146156	-1.247146
40.000000	120.000000	 0.168377	-0.791377	 0.154954	-1.189051
40.000000	125.000000	 0.213805	-0.885297	 0.162645	-1.123711
40.000000	130.000000	 0.260181	-0.970261	 0.169124	-1.047870
40.000000	135.000000	 0.308749	-1.047579	 0.172506	-0.963390
40.000000	140.000000	 0.358663	-1.119555	 0.173009	-0.874025
40.000000	145.000000	 0.409072	-1.184002	 0.169906	-0.778270
40.000000	150.000000	 0.460627	-1.237008	 0.160848	-0.675848
40.000000	155.000000	 0.512924	-1.277980	 0.147292	-0.569472
40.000000	160.000000	 0.563315	-1.307256	 0.130742	-0.459151
40.000000	165.000000	 0.609071	-1.325542	 0.108452	-0.344519
40.000000	170.000000	 0.650188	-1.335485	 0.079480	-0.228148
40.000000	175.000000	 0.687518	-1.336417	 0.045175	-0.112200
40.000000	180.000000	-0.718513	 1.324722	-0.004404	-0.002939
45.000000	 0.000000	-0.775045	 0.671546	-0.002829	 0.004852
45.000000	 5.000000	-0.757229	 0.687793	 0.044906	-0.079563
45.000000	10.000000	-0.731482	 0.695987	 0.086897	-0.164373
45.000000	15.000000	-0.700910	 0.695102	 0.124302	-0.249868
45.000000	20.000000	-0.668465	 0.687815	 0.158525	-0.335120
45.000000	25.000000	-0.631277	 0.674956	 0.188223	-0.418806
45.000000	30.000000	-0.591724	 0.653038	 0.213675	-0.500753
45.000000	35.000000	-0.550539	 0.620840	 0.234458	-0.579379
45.000000	40.000000	-0.505230	 0.582452	 0.250090	-0.653181
45.000000	45.000000	-0.459181	 0.538473	 0.263858	-0.723686
45.000000	50.000000	-0.414063	 0.485539	 0.275354	-0.790431
45.000000	55.000000	-0.365934	 0.424827	 0.281333	-0.849482
45.000000	60.000000	-0.315365	 0.359504	 0.284145	-0.901798
45.000000	65.000000	-0.267457	 0.289918	 0.288084	-0.949632
45.000000	70.000000	-0.221921	 0.215290	 0.292198	-0.988896
45.000000	75.000000	-0.175240	 0.135651	 0.293200	-1.018515
45.000000	80.000000	-0.128243	 0.053698	 0.293008	-1.041320
45.000000	85.000000	-0.081951	-0.028284	 0.294895	-1.055036
45.000000	90.000000	-0.034954	-0.111424	 0.296728	-1.059150
45.000000	95.000000	 0.012534	-0.195297	 0.296802	-1.055984
45.000000	100.000000	 0.060369	-0.277692	 0.296667	-1.042921
45.000000	105.000000	 0.108788	-0.358623	 0.296652	-1.019972
45.000000	110.000000	 0.157496	-0.437604	 0.296741	-0.989705
45.000000	115.000000	 0.207860	-0.512065	 0.295384	-0.950365
45.000000	120.000000	 0.259674	-0.581176	 0.291636	-0.904386
45.000000	125.000000	 0.312346	-0.646049	 0.288606	-0.853217
45.000000	130.000000	 0.366877	-0.705687	 0.284231	-0.791674
45.000000	135.000000	 0.420891	-0.758098	 0.274994	-0.723560
45.000000	140.000000	 0.472646	-0.803275	 0.264508	-0.654945
45.000000	145.000000	 0.524765	-0.840602	 0.251981	-0.581549
45.000000	150.000000	 0.577549	-0.868875	 0.232377	-0.501168
45.000000	155.000000	 0.627589	-0.889332	 0.207409	-0.417543
45.000000	160.000000	 0.674024	-0.902629	 0.178478	-0.333013
45.000000	165.000000	 0.717129	-0.907102	 0.141535	-0.248058
45.000000	170.000000	 0.754256	-0.904485	 0.097855	-0.163514
45.000000	175.000000	 0.785040	-0.896893	 0.052690	-0.080433
45.000000	180.000000	-0.809607	 0.881670	-0.004621	-0.000618
50.000000	 0.000000	-0.734811	 0.355405	-0.002996	 0.000957
50.000000	 5.000000	-0.722361	 0.373654	 0.049514	-0.054487
50.000000	10.000000	-0.701824	 0.387075	 0.097106	-0.112598
50.000000	15.000000	-0.677687	 0.395295	 0.139940	-0.171693
50.000000	20.000000	-0.651119	 0.398698	 0.178355	-0.231488
50.000000	25.000000	-0.617804	 0.397041	 0.212709	-0.291122
50.000000	30.000000	-0.581420	 0.390174	 0.245531	-0.349127
50.000000	35.000000	-0.542279	 0.376214	 0.273426	-0.406415
50.000000	40.000000	-0.499097	 0.355657	 0.295174	-0.461149
50.000000	45.000000	-0.454424	 0.329569	 0.317244	-0.512527
50.000000	50.000000	-0.408182	 0.296772	 0.337356	-0.562865
50.000000	55.000000	-0.360572	 0.259859	 0.352671	-0.608475
50.000000	60.000000	-0.311998	 0.219156	 0.365525	-0.647695
50.000000	65.000000	-0.263125	 0.173238	 0.375161	-0.683666
50.000000	70.000000	-0.214496	 0.125536	 0.381060	-0.713515
50.000000	75.000000	-0.164581	 0.074986	 0.383893	-0.736198
50.000000	80.000000	-0.113785	 0.020300	 0.385116	-0.753345
50.000000	85.000000	-0.063704	-0.035146	 0.387041	-0.761456
50.000000	90.000000	-0.012475	-0.091883	 0.388702	-0.762064
50.000000	95.000000	 0.039682	-0.148547	 0.387379	-0.759418
50.000000	100.000000	 0.090669	-0.202900	 0.385443	-0.749310
50.000000	105.000000	 0.141836	-0.257565	 0.384523	-0.731158
50.000000	110.000000	 0.194371	-0.309908	 0.382030	-0.709521
50.000000	115.000000	 0.247950	-0.356438	 0.376117	-0.680891
50.000000	120.000000	 0.299981	-0.400375	 0.367346	-0.645216
50.000000	125.000000	 0.351551	-0.441930	 0.358523	-0.604549
50.000000	130.000000	 0.406413	-0.476691	 0.346481	-0.555431
50.000000	135.000000	 0.460970	-0.504265	 0.329184	-0.503999
50.000000	140.000000	 0.511478	-0.526845	 0.310203	-0.452934
50.000000	145.000000	 0.558180	-0.543638	 0.286941	-0.397625
50.000000	150.000000	 0.603029	-0.553356	 0.258024	-0.340587
50.000000	155.000000	 0.645358	-0.556586	 0.225451	-0.282079
50.000000	160.000000	 0.683142	-0.556790	 0.189172	-0.221947
50.000000	165.000000	 0.718266	-0.553502	 0.148300	-0.162908
50.000000	170.000000	 0.747451	-0.542795	 0.102313	-0.106478
50.000000	175.000000	 0.768631	-0.527378	 0.052238	-0.052179
50.000000	180.000000	-0.784375	 0.507668	 0.000661	-0.002071
55.000000	 0.000000	-0.636063	 0.136452	-0.001156	 0.002859
55.000000	 5.000000	-0.630643	 0.154009	 0.046065	-0.030619
55.000000	10.000000	-0.617006	 0.167276	 0.089889	-0.067293
55.000000	15.000000	-0.599212	 0.178611	 0.129741	-0.103849
55.000000	20.000000	-0.579281	 0.188636	 0.168741	-0.144256
55.000000	25.000000	-0.552123	 0.193689	 0.206122	-0.187422
55.000000	30.000000	-0.523115	 0.194460	 0.240917	-0.227282
55.000000	35.000000	-0.491821	 0.190153	 0.272100	-0.266287
55.000000	40.000000	-0.455840	 0.180254	 0.298974	-0.305668
55.000000	45.000000	-0.415976	 0.168293	 0.323328	-0.342080
55.000000	50.000000	-0.373641	 0.152389	 0.342385	-0.377305
55.000000	55.000000	-0.331365	 0.134008	 0.358684	-0.410763
55.000000	60.000000	-0.287869	 0.112599	 0.372153	-0.439537
55.000000	65.000000	-0.242697	 0.085045	 0.382777	-0.463964
55.000000	70.000000	-0.194761	 0.057148	 0.392536	-0.484968
55.000000	75.000000	-0.145831	 0.026619	 0.399165	-0.503118
55.000000	80.000000	-0.097733	-0.008343	 0.403504	-0.515393
55.000000	85.000000	-0.049559	-0.040976	 0.406104	-0.522240
55.000000	90.000000	-0.000285	-0.074861	 0.408443	-0.526177
55.000000	95.000000	 0.049456	-0.110139	 0.407683	-0.522545
55.000000	100.000000	 0.099202	-0.142496	 0.403896	-0.512201
55.000000	105.000000	 0.150164	-0.177253	 0.400130	-0.498750
55.000000	110.000000	 0.199611	-0.210141	 0.393816	-0.481039
55.000000	115.000000	 0.249074	-0.236898	 0.386818	-0.458159
55.000000	120.000000	 0.299592	-0.262815	 0.377444	-0.432854
55.000000	125.000000	 0.347353	-0.284820	 0.363903	-0.404451
55.000000	130.000000	 0.392780	-0.299441	 0.347399	-0.369182
55.000000	135.000000	 0.437322	-0.310938	 0.328548	-0.334565
55.000000	140.000000	 0.482158	-0.320058	 0.307929	-0.297849
55.000000	145.000000	 0.524378	-0.323856	 0.282730	-0.255872
55.000000	150.000000	 0.564497	-0.325746	 0.254441	-0.216455
55.000000	155.000000	 0.601049	-0.322884	 0.220765	-0.177578
55.000000	160.000000	 0.628398	-0.312515	 0.182359	-0.138898
55.000000	165.000000	 0.654168	-0.300964	 0.142704	-0.099350
55.000000	170.000000	 0.677952	-0.285898	 0.098331	-0.062057
55.000000	175.000000	 0.694040	-0.268303	 0.050468	-0.029884
55.000000	180.000000	-0.703696	 0.251017	-0.001611	-0.002246
60.000000	 0.000000	-0.516939	-0.006154	-0.002583	 0.000930
60.000000	 5.000000	-0.516479	 0.008965	 0.036829	-0.017220
60.000000	10.000000	-0.508941	 0.023605	 0.075866	-0.038314
60.000000	15.000000	-0.496369	 0.036771	 0.113172	-0.062232
60.000000	20.000000	-0.481576	 0.049173	 0.149342	-0.086985
60.000000	25.000000	-0.460687	 0.057947	 0.183669	-0.113273
60.000000	30.000000	-0.438909	 0.062038	 0.213115	-0.140424
60.000000	35.000000	-0.413796	 0.066256	 0.238937	-0.163949
60.000000	40.000000	-0.383756	 0.068655	 0.264879	-0.188771
60.000000	45.000000	-0.350071	 0.068002	 0.290949	-0.215600
60.000000	50.000000	-0.316701	 0.062023	 0.310617	-0.239037
60.000000	55.000000	-0.280255	 0.052884	 0.328052	-0.260865
60.000000	60.000000	-0.237355	 0.042091	 0.341415	-0.283066
60.000000	65.000000	-0.197835	 0.028537	 0.354692	-0.301445
60.000000	70.000000	-0.157654	 0.016446	 0.365034	-0.314853
60.000000	75.000000	-0.115757	 0.001093	 0.367529	-0.326603
60.000000	80.000000	-0.074308	-0.019151	 0.373349	-0.333148
60.000000	85.000000	-0.030457	-0.038166	 0.377472	-0.335699
60.000000	90.000000	 0.014735	-0.058076	 0.379521	-0.339425
60.000000	95.000000	 0.058883	-0.078144	 0.380783	-0.335441
60.000000	100.000000	 0.101948	-0.094420	 0.378632	-0.328519
60.000000	105.000000	 0.146136	-0.113384	 0.374656	-0.322939
60.000000	110.000000	 0.187974	-0.129590	 0.365408	-0.311174
60.000000	115.000000	 0.228572	-0.141010	 0.357724	-0.295699
60.000000	120.000000	 0.271701	-0.152741	 0.348444	-0.277395
60.000000	125.000000	 0.313405	-0.160206	 0.333218	-0.256000
60.000000	130.000000	 0.352405	-0.166419	 0.317966	-0.231534
60.000000	135.000000	 0.390073	-0.170887	 0.298978	-0.208647
60.000000	140.000000	 0.426323	-0.170101	 0.276710	-0.183177
60.000000	145.000000	 0.459130	-0.164325	 0.253168	-0.156614
60.000000	150.000000	 0.489474	-0.157846	 0.227227	-0.130826
60.000000	155.000000	 0.516611	-0.149237	 0.194184	-0.103007
60.000000	160.000000	 0.536239	-0.133826	 0.160314	-0.082217
60.000000	165.000000	 0.555117	-0.118977	 0.127463	-0.057674
60.000000	170.000000	 0.570480	-0.103092	 0.087373	-0.033276
60.000000	175.000000	 0.579171	-0.084619	 0.045401	-0.016396
60.000000	180.000000	-0.584073	 0.069550	-0.003887	 0.000499
65.000000	 0.000000	-0.408783	-0.079753	 0.001102	-0.000887
65.000000	 5.000000	-0.410124	-0.067359	 0.031874	-0.009914
65.000000	10.000000	-0.406929	-0.052121	 0.063263	-0.018494
65.000000	15.000000	-0.399406	-0.039789	 0.096459	-0.033451
65.000000	20.000000	-0.388836	-0.028544	 0.124643	-0.048410
65.000000	25.000000	-0.373368	-0.017259	 0.150418	-0.063353
65.000000	30.000000	-0.357067	-0.009988	 0.177722	-0.082959
65.000000	35.000000	-0.336841	-0.001009	 0.201217	-0.099140
65.000000	40.000000	-0.314066	 0.004796	 0.221967	-0.116610
65.000000	45.000000	-0.287068	 0.005730	 0.242881	-0.135696
65.000000	50.000000	-0.259574	 0.006419	 0.256753	-0.151297
65.000000	55.000000	-0.231472	 0.005706	 0.272416	-0.165599
65.000000	60.000000	-0.197297	 0.000536	 0.286048	-0.177805
65.000000	65.000000	-0.163658	-0.004548	 0.297907	-0.189853
65.000000	70.000000	-0.129645	-0.008494	 0.306711	-0.200747
65.000000	75.000000	-0.095008	-0.017406	 0.312538	-0.207311
65.000000	80.000000	-0.059340	-0.027184	 0.320198	-0.214265
65.000000	85.000000	-0.023205	-0.035799	 0.320164	-0.219079
65.000000	90.000000	 0.014236	-0.043834	 0.318970	-0.222995
65.000000	95.000000	 0.052267	-0.053479	 0.319793	-0.221265
65.000000	100.000000	 0.089623	-0.061780	 0.317025	-0.215953
65.000000	105.000000	 0.127418	-0.072092	 0.313589	-0.210773
65.000000	110.000000	 0.164345	-0.078507	 0.307174	-0.200683
65.000000	115.000000	 0.199147	-0.081512	 0.301012	-0.190158
65.000000	120.000000	 0.234505	-0.087283	 0.290847	-0.176297
65.000000	125.000000	 0.269121	-0.086919	 0.274615	-0.160610
65.000000	130.000000	 0.298287	-0.085454	 0.260843	-0.144896
65.000000	135.000000	 0.328305	-0.080468	 0.243647	-0.130280
65.000000	140.000000	 0.359361	-0.072978	 0.225200	-0.111776
65.000000	145.000000	 0.384425	-0.067847	 0.204879	-0.093815
65.000000	150.000000	 0.402823	-0.056963	 0.182226	-0.076979
65.000000	155.000000	 0.422369	-0.042414	 0.156772	-0.057469
65.000000	160.000000	 0.440607	-0.029511	 0.128391	-0.045911
65.000000	165.000000	 0.454913	-0.017595	 0.098199	-0.029401
65.000000	170.000000	 0.463407	-0.001945	 0.065869	-0.016630
65.000000	175.000000	 0.466407	 0.014366	 0.033602	-0.009658
65.000000	180.000000	-0.468695	-0.029123	-0.000803	-0.000012
70.000000	 0.000000	-0.313332	-0.104140	-0.001092	 0.002743
70.000000	 5.000000	-0.318246	-0.091092	 0.025104	-0.003773
70.000000	10.000000	-0.315989	-0.079748	 0.048668	-0.010652
70.000000	15.000000	-0.309778	-0.070458	 0.074770	-0.017401
70.000000	20.000000	-0.302277	-0.061128	 0.098394	-0.026469
70.000000	25.000000	-0.290556	-0.050937	 0.119910	-0.036137
70.000000	30.000000	-0.278328	-0.041731	 0.142399	-0.046921
70.000000	35.000000	-0.262939	-0.033266	 0.160882	-0.057593
70.000000	40.000000	-0.243911	-0.027521	 0.178811	-0.070577
70.000000	45.000000	-0.223859	-0.023721	 0.197794	-0.081080
70.000000	50.000000	-0.201850	-0.020271	 0.209763	-0.090470
70.000000	55.000000	-0.177555	-0.017192	 0.222808	-0.102840
70.000000	60.000000	-0.152884	-0.018190	 0.234307	-0.112086
70.000000	65.000000	-0.126474	-0.018717	 0.244196	-0.119786
70.000000	70.000000	-0.099117	-0.018804	 0.250026	-0.130400
70.000000	75.000000	-0.071196	-0.023440	 0.255787	-0.134846
70.000000	80.000000	-0.041490	-0.027412	 0.261663	-0.138932
70.000000	85.000000	-0.013261	-0.032462	 0.265223	-0.141927
70.000000	90.000000	 0.019000	-0.033681	 0.267089	-0.144554
70.000000	95.000000	 0.048987	-0.038479	 0.266284	-0.144445
70.000000	100.000000	 0.077805	-0.041761	 0.262899	-0.140726
70.000000	105.000000	 0.108607	-0.045198	 0.258278	-0.137157
70.000000	110.000000	 0.138644	-0.048931	 0.253392	-0.130305
70.000000	115.000000	 0.167187	-0.047575	 0.246829	-0.123369
70.000000	120.000000	 0.194210	-0.047698	 0.237909	-0.113962
70.000000	125.000000	 0.222612	-0.044582	 0.226765	-0.103672
70.000000	130.000000	 0.244525	-0.041428	 0.215751	-0.091480
70.000000	135.000000	 0.267349	-0.036772	 0.199364	-0.079915
70.000000	140.000000	 0.292309	-0.027226	 0.185334	-0.067020
70.000000	145.000000	 0.313308	-0.017500	 0.167501	-0.052812
70.000000	150.000000	 0.328788	-0.005648	 0.146291	-0.041967
70.000000	155.000000	 0.343636	 0.008681	 0.127315	-0.031788
70.000000	160.000000	 0.352650	 0.022147	 0.104474	-0.023685
70.000000	165.000000	 0.359752	 0.034605	 0.077565	-0.013195
70.000000	170.000000	 0.368002	 0.049995	 0.052913	-0.008590
70.000000	175.000000	 0.368356	 0.062688	 0.028315	-0.005710
70.000000	180.000000	-0.366154	-0.073157	-0.003980	-0.002249
75.000000	 0.000000	-0.242981	-0.106272	-0.001588	 0.003902
75.000000	 5.000000	-0.246751	-0.095575	 0.016717	 0.000490
75.000000	10.000000	-0.246357	-0.088410	 0.036437	-0.003793
75.000000	15.000000	-0.243116	-0.079195	 0.057195	-0.006750
75.000000	20.000000	-0.238325	-0.071701	 0.075699	-0.009150
75.000000	25.000000	-0.231690	-0.065159	 0.094516	-0.014096
75.000000	30.000000	-0.223421	-0.057348	 0.112341	-0.021335
75.000000	35.000000	-0.212965	-0.050414	 0.126881	-0.028810
75.000000	40.000000	-0.195553	-0.042637	 0.139722	-0.036189
75.000000	45.000000	-0.180821	-0.034711	 0.152837	-0.042968
75.000000	50.000000	-0.166678	-0.031040	 0.166474	-0.049205
75.000000	55.000000	-0.145733	-0.027571	 0.178346	-0.056637
75.000000	60.000000	-0.124866	-0.026654	 0.185565	-0.064749
75.000000	65.000000	-0.103032	-0.026069	 0.194756	-0.066897
75.000000	70.000000	-0.080988	-0.024998	 0.201953	-0.073108
75.000000	75.000000	-0.057181	-0.024988	 0.207436	-0.080318
75.000000	80.000000	-0.033646	-0.022804	 0.209395	-0.084492
75.000000	85.000000	-0.012376	-0.027330	 0.213028	-0.085863
75.000000	90.000000	 0.015382	-0.025848	 0.213314	-0.087261
75.000000	95.000000	 0.040298	-0.026730	 0.211096	-0.085485
75.000000	100.000000	 0.063227	-0.028861	 0.210112	-0.083875
75.000000	105.000000	 0.088128	-0.029581	 0.206020	-0.080198
75.000000	110.000000	 0.112441	-0.030121	 0.202348	-0.073608
75.000000	115.000000	 0.137150	-0.026637	 0.195997	-0.070175
75.000000	120.000000	 0.156952	-0.023902	 0.188613	-0.063007
75.000000	125.000000	 0.178779	-0.020068	 0.178441	-0.054093
75.000000	130.000000	 0.198911	-0.013892	 0.168559	-0.047500
75.000000	135.000000	 0.217887	-0.008677	 0.156285	-0.039891
75.000000	140.000000	 0.234650	-0.001199	 0.145481	-0.031993
75.000000	145.000000	 0.248583	 0.009958	 0.130603	-0.024660
75.000000	150.000000	 0.260598	 0.019225	 0.113242	-0.017727
75.000000	155.000000	 0.273070	 0.030742	 0.096420	-0.012558
75.000000	160.000000	 0.279225	 0.044332	 0.079456	-0.007803
75.000000	165.000000	 0.284578	 0.054643	 0.058599	-0.005254
75.000000	170.000000	 0.289374	 0.067106	 0.039668	-0.001901
75.000000	175.000000	 0.289627	 0.077994	 0.021242	-0.000173
75.000000	180.000000	-0.288711	-0.086927	-0.003204	-0.000428
80.000000	 0.000000	-0.191443	-0.101896	-0.002758	 0.001479
80.000000	 5.000000	-0.193117	-0.092510	 0.011043	 0.001070
80.000000	10.000000	-0.192607	-0.085839	 0.027781	 0.002269
80.000000	15.000000	-0.189985	-0.078245	 0.044497	-0.002716
80.000000	20.000000	-0.187706	-0.069771	 0.058990	-0.004254
80.000000	25.000000	-0.184996	-0.060593	 0.073635	-0.010196
80.000000	30.000000	-0.174771	-0.056002	 0.085911	-0.015097
80.000000	35.000000	-0.166170	-0.049266	 0.099510	-0.019515
80.000000	40.000000	-0.154032	-0.042183	 0.111719	-0.024961
80.000000	45.000000	-0.141618	-0.037190	 0.121648	-0.029585
80.000000	50.000000	-0.127089	-0.033547	 0.131674	-0.035131
80.000000	55.000000	-0.110666	-0.027756	 0.139616	-0.041136
80.000000	60.000000	-0.096051	-0.025366	 0.147132	-0.045968
80.000000	65.000000	-0.077661	-0.023462	 0.152375	-0.048902
80.000000	70.000000	-0.060548	-0.023411	 0.157118	-0.053692
80.000000	75.000000	-0.041991	-0.026237	 0.162737	-0.057453
80.000000	80.000000	-0.023392	-0.021767	 0.163572	-0.059739
80.000000	85.000000	-0.005487	-0.024165	 0.165895	-0.059289
80.000000	90.000000	 0.016232	-0.022743	 0.169665	-0.061238
80.000000	95.000000	 0.037912	-0.021276	 0.168715	-0.060300
80.000000	100.000000	 0.056349	-0.022009	 0.166322	-0.061403
80.000000	105.000000	 0.074606	-0.021706	 0.163279	-0.059564
80.000000	110.000000	 0.094598	-0.019533	 0.161154	-0.054040
80.000000	115.000000	 0.114540	-0.017052	 0.155777	-0.050312
80.000000	120.000000	 0.130927	-0.014504	 0.150674	-0.046509
80.000000	125.000000	 0.148529	-0.009999	 0.142904	-0.040027
80.000000	130.000000	 0.163491	-0.003275	 0.134861	-0.034020
80.000000	135.000000	 0.176649	 0.002098	 0.126646	-0.026427
80.000000	140.000000	 0.191808	 0.008648	 0.115913	-0.021274
80.000000	145.000000	 0.204309	 0.019351	 0.103311	-0.019626
80.000000	150.000000	 0.211463	 0.027776	 0.092788	-0.013888
80.000000	155.000000	 0.221031	 0.038216	 0.078994	-0.009666
80.000000	160.000000	 0.226167	 0.050994	 0.066266	-0.004743
80.000000	165.000000	 0.228997	 0.059979	 0.049063	-0.003855
80.000000	170.000000	 0.230275	 0.070734	 0.032333	-0.001347
80.000000	175.000000	 0.231050	 0.078068	 0.019087	-0.000418
80.000000	180.000000	-0.230138	-0.087210	-0.002858	 0.001676
85.000000	 0.000000	-0.157762	-0.085463	-0.000786	-0.000740
85.000000	 5.000000	-0.158647	-0.077639	 0.011283	-0.001133
85.000000	10.000000	-0.160192	-0.071885	 0.022656	-0.000317
85.000000	15.000000	-0.157172	-0.067883	 0.034272	-0.004818
85.000000	20.000000	-0.155040	-0.061566	 0.045770	-0.007062
85.000000	25.000000	-0.151153	-0.053092	 0.056268	-0.011659
85.000000	30.000000	-0.142128	-0.049244	 0.064261	-0.012105
85.000000	35.000000	-0.136273	-0.042258	 0.073599	-0.015235
85.000000	40.000000	-0.125912	-0.038631	 0.084310	-0.020923
85.000000	45.000000	-0.117147	-0.033976	 0.093674	-0.023613
85.000000	50.000000	-0.105819	-0.031299	 0.100131	-0.027678
85.000000	55.000000	-0.091586	-0.025523	 0.104734	-0.032200
85.000000	60.000000	-0.079957	-0.021545	 0.111864	-0.032065
85.000000	65.000000	-0.064669	-0.020661	 0.116632	-0.037976
85.000000	70.000000	-0.051560	-0.018520	 0.121225	-0.041400
85.000000	75.000000	-0.035591	-0.018254	 0.124048	-0.043882
85.000000	80.000000	-0.019046	-0.015291	 0.127449	-0.049478
85.000000	85.000000	-0.004039	-0.017955	 0.128481	-0.046731
85.000000	90.000000	 0.012752	-0.015756	 0.131254	-0.047655
85.000000	95.000000	 0.030551	-0.012887	 0.128169	-0.047460
85.000000	100.000000	 0.048518	-0.011348	 0.126884	-0.045719
85.000000	105.000000	 0.064300	-0.009577	 0.125563	-0.043964
85.000000	110.000000	 0.080749	-0.008948	 0.124180	-0.041675
85.000000	115.000000	 0.095963	-0.008375	 0.120746	-0.036488
85.000000	120.000000	 0.111222	-0.003890	 0.114734	-0.033343
85.000000	125.000000	 0.125935	 0.000977	 0.109767	-0.028992
85.000000	130.000000	 0.139251	 0.005647	 0.103320	-0.024438
85.000000	135.000000	 0.148538	 0.008809	 0.096272	-0.019050
85.000000	140.000000	 0.157706	 0.014298	 0.087214	-0.015672
