NUMERO DE MUESTRAS EN EL ARGUMENTO 3 ............. :   37
NUMERO DE MUESTRAS EN EL ARGUMENTO 4 ............. :   72
NUMERO DE FRECUENCIAS MEDIDAS .................... :    1
EL FICHERO SE ESTRUCTURA EN CORTES DEL ARGUMENTO . : 3 == THETA          
CADA CORTE SE BARRE EN EL ARGUMENTO .............. : 4 == PHI            


===========================================================================
=========== BLOQUE CORRESPONDIENTE A LA FRECUENCIA  32.245     ============
===========================================================================

                                         E_PH                            E_PH                   
                                 ------------------------------- -------------------------------
 THETA           PHI                P. REAL       P. IMAGINARIA     P. REAL       P. IMAGINARIA 
 --------------- --------------- --------------- --------------- --------------- ---------------
  135.000000      250.000000    -0.361603545E-02 0.674975384E-02 0.116733182E-01-0.112751024E-01
  135.000000      255.000000     0.541574147E-03 0.604034541E-02 0.118157538E-01-0.111836353E-01
  135.000000      260.000000     0.427705562E-02 0.546820136E-02 0.131523646E-01-0.105072428E-01
  135.000000      265.000000     0.458190870E-02 0.335726491E-02 0.129945446E-01-0.898086186E-02
  135.000000      270.000000     0.498861633E-02 0.529774879E-04 0.132441213E-01-0.813788269E-02
  135.000000      275.000000     0.605406659E-02-0.446207268E-03 0.137718981E-01-0.100049330E-01
  135.000000      280.000000     0.639292970E-02-0.125734907E-03 0.114696911E-01-0.111783352E-01
  135.000000      285.000000     0.771690905E-02-0.154176040E-02 0.101227090E-01-0.103807878E-01
  135.000000      290.000000     0.104724485E-01-0.212684227E-02 0.117952647E-01-0.104327323E-01
  135.000000      295.000000     0.122154765E-01-0.379023980E-02 0.112834182E-01-0.116915628E-01
  135.000000      300.000000     0.120304739E-01-0.727730663E-02 0.859437231E-02-0.122434525E-01
  135.000000      305.000000     0.114725307E-01-0.937539712E-02 0.811696704E-02-0.109525481E-01
  135.000000      310.000000     0.109873945E-01-0.119454730E-01 0.774147129E-02-0.985702220E-02
  135.000000      315.000000     0.963425543E-02-0.156843867E-01 0.519711291E-02-0.938517787E-02
  135.000000      320.000000     0.757186534E-02-0.191703234E-01 0.408996781E-02-0.719271973E-02
  135.000000      325.000000     0.510725705E-02-0.236466322E-01 0.455129892E-02-0.493272068E-02
  135.000000      330.000000     0.318034110E-02-0.270577688E-01 0.335006346E-02-0.363485864E-02
  135.000000      335.000000     0.346895214E-02-0.279039498E-01 0.233538705E-02-0.241400930E-02
  135.000000      340.000000     0.377278845E-02-0.289025605E-01 0.242417376E-02-0.282920129E-02
  135.000000      345.000000     0.248247199E-02-0.290441401E-01 0.442028424E-03-0.312754139E-02
  135.000000      350.000000     0.288755866E-02-0.272682048E-01-0.974887051E-03-0.162725709E-02
  135.000000      355.000000     0.445789983E-02-0.271009076E-01 0.913948985E-03-0.330381445E-03
  140.000000      0.00000000    -0.338227376E-01-0.229261653E-02-0.236373919E-03-0.187966099E-02
  140.000000      5.00000000    -0.333778113E-01-0.879968982E-03-0.204321416E-02-0.194365217E-02
  140.000000      10.0000000    -0.327802971E-01-0.242319380E-03-0.931179500E-03-0.118806376E-02
  140.000000      15.0000000    -0.319879465E-01-0.247265864E-02 0.132574863E-02-0.194073975E-03
  140.000000      20.0000000    -0.291120540E-01-0.494803302E-02 0.113993813E-02-0.126552855E-03
  140.000000      25.0000000    -0.265788678E-01-0.535865175E-02-0.391225476E-03-0.156591053E-02
  140.000000      30.0000000    -0.263478085E-01-0.561569724E-02-0.119321712E-02-0.250441278E-02
  140.000000      35.0000000    -0.257781446E-01-0.680997502E-02-0.142047636E-02-0.271794153E-02
  140.000000      40.0000000    -0.243906286E-01-0.646613538E-02-0.132498587E-02-0.316038448E-02
  140.000000      45.0000000    -0.239497088E-01-0.433679996E-02-0.624640903E-03-0.316048600E-02
  140.000000      50.0000000    -0.227724332E-01-0.376758003E-02-0.605226727E-03-0.309310923E-02
  140.000000      55.0000000    -0.194038190E-01-0.531647075E-02-0.196938193E-02-0.372881093E-02
  140.000000      60.0000000    -0.164885055E-01-0.576261198E-02-0.204476528E-02-0.433062762E-02
  140.000000      65.0000000    -0.150407087E-01-0.450117700E-02-0.454448527E-04-0.384367607E-02
  140.000000      70.0000000    -0.126933865E-01-0.450640358E-02 0.718090043E-03-0.229344773E-02
  140.000000      75.0000000    -0.942546409E-02-0.576842716E-02-0.429936015E-03-0.156022608E-02
  140.000000      80.0000000    -0.682034204E-02-0.563881034E-02-0.898215105E-03-0.170612626E-02
  140.000000      85.0000000    -0.439475849E-02-0.464890711E-02-0.361072220E-03-0.398812699E-03
  140.000000      90.0000000    -0.225568772E-02-0.375207630E-02-0.179096169E-03 0.113720330E-02
  140.000000      95.0000000    -0.110535359E-02-0.202472601E-02-0.355383410E-03 0.679606339E-03
  140.000000      100.000000     0.680038182E-03-0.336077414E-03-0.534326595E-03 0.164149242E-03
  140.000000      105.000000     0.334742712E-02 0.661828090E-03-0.101447385E-02 0.971099129E-03
  140.000000      110.000000     0.449411152E-02 0.242369901E-02-0.165747502E-02 0.125509955E-02
  140.000000      115.000000     0.437023956E-02 0.539762527E-02-0.186244911E-02 0.609389041E-03
  140.000000      120.000000     0.471007684E-02 0.877454691E-02-0.148469361E-02 0.119153725E-02
  140.000000      125.000000     0.507453317E-02 0.113792578E-01-0.102456030E-02 0.273603294E-02
  140.000000      130.000000     0.576525833E-02 0.128650209E-01-0.123657216E-02 0.236937031E-02
  140.000000      135.000000     0.699176919E-02 0.142153921E-01-0.161932281E-02 0.103066990E-02
  140.000000      140.000000     0.599587848E-02 0.150708109E-01-0.108237448E-02 0.173077022E-02
  140.000000      145.000000     0.354719139E-02 0.155656263E-01-0.100778323E-02 0.300311251E-02
  140.000000      150.000000     0.420190115E-02 0.177709740E-01-0.247061392E-02 0.261127227E-02
  140.000000      155.000000     0.635364279E-02 0.200683810E-01-0.279547810E-02 0.153093063E-02
  140.000000      160.000000     0.571392337E-02 0.197265316E-01-0.940629689E-03 0.764961413E-03
  140.000000      165.000000     0.326311425E-02 0.196151249E-01 0.755699293E-04 0.785540557E-03
  140.000000      170.000000     0.834448845E-03 0.215115137E-01-0.699539320E-03 0.164897391E-02
  140.000000      175.000000    -0.800272275E-03 0.222133100E-01-0.140936486E-02 0.155429018E-02
  140.000000      180.000000    -0.794643303E-03 0.220438261E-01-0.160460814E-02-0.276010701E-05
  140.000000      185.000000    -0.786570949E-03 0.237139314E-01-0.114201452E-02-0.494423904E-03
  140.000000      190.000000    -0.161126046E-02 0.246532559E-01 0.614513177E-03 0.406237785E-03
  140.000000      195.000000    -0.118576351E-02 0.226234291E-01 0.247039483E-02 0.800510243E-04
  140.000000      200.000000    -0.290443160E-03 0.212638378E-01 0.313924300E-02-0.117899384E-02
  140.000000      205.000000    -0.123733317E-02 0.224029031E-01 0.319401734E-02-0.139110617E-02
  140.000000      210.000000    -0.232319837E-02 0.218763966E-01 0.307043572E-02-0.161180552E-02
  140.000000      215.000000    -0.156500726E-02 0.179232005E-01 0.242863200E-02-0.289620645E-02
  140.000000      220.000000     0.562589848E-04 0.154173095E-01 0.223397138E-02-0.366290775E-02
  140.000000      225.000000     0.136936805E-02 0.159942601E-01 0.398711488E-02-0.317170937E-02
  140.000000      230.000000     0.256284373E-02 0.148024326E-01 0.533629162E-02-0.257915794E-02
  140.000000      235.000000     0.526658772E-02 0.120297289E-01 0.383629790E-02-0.201395410E-02
  140.000000      240.000000     0.896733627E-02 0.119192572E-01 0.294948346E-02-0.604430446E-03
  140.000000      245.000000     0.970893539E-02 0.115292780E-01 0.325956661E-02 0.118894479E-02
  140.000000      250.000000     0.775012281E-02 0.685057323E-02 0.516659115E-03 0.223358232E-02
  140.000000      255.000000     0.667092344E-02 0.215170416E-02-0.234781182E-02 0.238690572E-02
  140.000000      260.000000     0.521005271E-02 0.163831841E-02-0.103820732E-02 0.223005190E-02
  140.000000      265.000000     0.221267645E-02 0.235782377E-02 0.623061031E-03 0.172344083E-02
  140.000000      270.000000     0.247910910E-03 0.157503760E-02 0.447250757E-03 0.184190198E-03
  140.000000      275.000000    -0.139399676E-02 0.349343696E-03 0.407436310E-03-0.130081770E-02
  140.000000      280.000000    -0.449288450E-02-0.114514295E-02-0.302388780E-04-0.118507107E-02
  140.000000      285.000000    -0.677462434E-02-0.254989136E-02-0.554605271E-03-0.733970490E-03
  140.000000      290.000000    -0.753275584E-02-0.299917464E-02 0.393126502E-04-0.658979581E-03
  140.000000      295.000000    -0.904731639E-02-0.451916596E-02-0.435403315E-03 0.206974481E-03
  140.000000      300.000000    -0.113943489E-01-0.734896911E-02-0.188966608E-02 0.735395821E-03
  140.000000      305.000000    -0.141927060E-01-0.814934261E-02-0.112152717E-02-0.173758657E-03
  140.000000      310.000000    -0.183360316E-01-0.672007259E-02 0.360205559E-04 0.216813678E-04
  140.000000      315.000000    -0.223387498E-01-0.504350569E-02-0.117566541E-02 0.242313743E-02
  140.000000      320.000000    -0.249203257E-01-0.272473996E-02-0.163013255E-02 0.360520510E-02
  140.000000      325.000000    -0.283813644E-01 0.511712220E-03-0.718293522E-04 0.258899387E-02
  140.000000      330.000000    -0.323531739E-01 0.247990876E-02 0.396158313E-03 0.296331826E-02
  140.000000      335.000000    -0.330502354E-01 0.164236594E-02 0.351231516E-03 0.443591503E-02
  140.000000      340.000000    -0.311781652E-01 0.160612253E-03 0.120249763E-02 0.389074511E-02
  140.000000      345.000000    -0.301589947E-01 0.319736107E-03 0.903014909E-03 0.279804645E-02
  140.000000      350.000000    -0.307094324E-01 0.297046587E-03 0.201734772E-03 0.213353615E-02
  140.000000      355.000000    -0.324512720E-01-0.143184257E-02 0.690442219E-03 0.672450260E-04
  145.000000      0.00000000     0.481352815E-02 0.918866694E-02-0.401959027E-03-0.142302434E-02
  145.000000      5.00000000     0.553135620E-02 0.108869961E-01-0.125850958E-02-0.123365852E-02
  145.000000      10.0000000     0.577341719E-02 0.113448966E-01-0.220998842E-02-0.631920921E-04
  145.000000      15.0000000     0.518284552E-02 0.101507688E-01-0.358855911E-02 0.121532753E-02
  145.000000      20.0000000     0.440423051E-02 0.919551123E-02-0.545155909E-02 0.804433890E-03
  145.000000      25.0000000     0.317158829E-02 0.946061779E-02-0.687180134E-02-0.958404329E-03
  145.000000      30.0000000     0.164962641E-02 0.943959784E-02-0.774682406E-02-0.154463237E-02
  145.000000      35.0000000     0.134778174E-02 0.815888401E-02-0.889962167E-02-0.219534544E-03
  145.000000      40.0000000     0.227035908E-02 0.709322002E-02-0.100985644E-01 0.128254015E-02
  145.000000      45.0000000     0.286868983E-02 0.718457205E-02-0.107360035E-01 0.200599618E-02
  145.000000      50.0000000     0.306510227E-02 0.689730607E-02-0.114437584E-01 0.240749051E-02
  145.000000      55.0000000     0.339972973E-02 0.510975951E-02-0.124896532E-01 0.243269186E-02
  145.000000      60.0000000     0.293113943E-02 0.320926937E-02-0.127390772E-01 0.155533024E-02
  145.000000      65.0000000     0.124148838E-02 0.264478731E-02-0.122000184E-01 0.562888221E-03
  145.000000      70.0000000    -0.360627804E-03 0.275797932E-02-0.125027848E-01 0.782698800E-03
  145.000000      75.0000000    -0.126438402E-02 0.245852699E-02-0.139241805E-01 0.138545176E-02
  145.000000      80.0000000    -0.184056978E-02 0.173543266E-02-0.149526121E-01 0.636836048E-03
  145.000000      85.0000000    -0.180957443E-02 0.663994870E-03-0.144610619E-01-0.788238831E-03
  145.000000      90.0000000    -0.117598206E-02-0.902779750E-03-0.126439761E-01-0.111780362E-02
  145.000000      95.0000000    -0.606881513E-03-0.262903888E-02-0.108354902E-01-0.519959489E-03
  145.000000      100.000000     0.198253765E-03-0.393882114E-02-0.103049977E-01-0.249045814E-03
  145.000000      105.000000     0.176995085E-02-0.459605409E-02-0.106508816E-01-0.580221997E-03
  145.000000      110.000000     0.357870036E-02-0.493233092E-02-0.106757060E-01-0.114228181E-02
  145.000000      115.000000     0.516018597E-02-0.553842029E-02-0.101626925E-01-0.163459172E-02
  145.000000      120.000000     0.625864137E-02-0.667066593E-02-0.931710843E-02-0.156574289E-02
  145.000000      125.000000     0.661015278E-02-0.825069193E-02-0.830719527E-02-0.900010113E-03
  145.000000      130.000000     0.735439081E-02-0.100004803E-01-0.781023316E-02-0.412304653E-03
  145.000000      135.000000     0.925631449E-02-0.115213785E-01-0.783375651E-02-0.245922245E-03
  145.000000      140.000000     0.100803860E-01-0.123001132E-01-0.747471070E-02 0.632069568E-04
  145.000000      145.000000     0.886619557E-02-0.116813742E-01-0.705964584E-02 0.397932105E-03
  145.000000      150.000000     0.909708906E-02-0.105087999E-01-0.722188270E-02 0.819011650E-03
  145.000000      155.000000     0.125072915E-01-0.111071523E-01-0.668268651E-02 0.153767434E-02
  145.000000      160.000000     0.156222517E-01-0.124467732E-01-0.472232467E-02 0.181891408E-02
  145.000000      165.000000     0.160478018E-01-0.105914976E-01-0.296090706E-02 0.148787699E-02
  145.000000      170.000000     0.163139030E-01-0.690474780E-02-0.214177254E-02 0.161738123E-02
  145.000000      175.000000     0.190228764E-01-0.673025334E-02-0.113932765E-02 0.212417380E-02
  145.000000      180.000000     0.222467836E-01-0.911642052E-02 0.198735623E-03 0.200317800E-02
  145.000000      185.000000     0.227180459E-01-0.906167924E-02 0.956034637E-03 0.178095105E-02
  145.000000      190.000000     0.215108376E-01-0.764346076E-02 0.118433347E-02 0.229445496E-02
  145.000000      195.000000     0.221005548E-01-0.856808294E-02 0.168240722E-02 0.276019308E-02
  145.000000      200.000000     0.240769349E-01-0.955645368E-02 0.276636402E-02 0.260487990E-02
  145.000000      205.000000     0.241666790E-01-0.722837076E-02 0.397208845E-02 0.252407137E-02
  145.000000      210.000000     0.219764914E-01-0.434327731E-02 0.449561235E-02 0.255468208E-02
  145.000000      215.000000     0.198313035E-01-0.419836771E-02 0.448623486E-02 0.214710017E-02
  145.000000      220.000000     0.185895227E-01-0.485195732E-02 0.539300637E-02 0.195823028E-02
  145.000000      225.000000     0.171291791E-01-0.454724627E-02 0.737330317E-02 0.250563328E-02
  145.000000      230.000000     0.149870859E-01-0.488470029E-02 0.833086111E-02 0.230201846E-02
  145.000000      235.000000     0.126613909E-01-0.566218421E-02 0.817552954E-02 0.263107358E-03
  145.000000      240.000000     0.934759434E-02-0.485006580E-02 0.961598661E-02-0.208315300E-02
  145.000000      245.000000     0.437903358E-02-0.323552778E-02 0.123168705E-01-0.319901388E-02
  145.000000      250.000000     0.686658255E-03-0.209311536E-02 0.135067087E-01-0.362008857E-02
  145.000000      255.000000     0.107688922E-02-0.150765380E-03 0.139423395E-01-0.388609106E-02
  145.000000      260.000000     0.328390999E-02 0.262560672E-02 0.149919754E-01-0.346134161E-02
  145.000000      265.000000     0.422460493E-02 0.422697235E-02 0.147642726E-01-0.237647421E-02
  145.000000      270.000000     0.403010147E-02 0.499660801E-02 0.131823597E-01-0.112864689E-02
  145.000000      275.000000     0.296645798E-02 0.650405837E-02 0.129330782E-01 0.293081423E-03
  145.000000      280.000000     0.885871006E-03 0.788208842E-02 0.139553538E-01 0.111196039E-02
  145.000000      285.000000    -0.697924173E-03 0.846970081E-02 0.144473035E-01 0.407411077E-03
  145.000000      290.000000    -0.819772657E-03 0.958043896E-02 0.144783631E-01-0.161132004E-03
  145.000000      295.000000    -0.410428416E-03 0.110173058E-01 0.142595898E-01 0.761743344E-03
  145.000000      300.000000    -0.793637955E-04 0.114185689E-01 0.132489577E-01 0.559887383E-03
  145.000000      305.000000    -0.159268111E-04 0.115211066E-01 0.117372116E-01-0.205753744E-02
  145.000000      310.000000    -0.359159254E-03 0.123403240E-01 0.104212584E-01-0.326380739E-02
  145.000000      315.000000     0.168249913E-03 0.128611000E-01 0.988913327E-02-0.149229541E-02
  145.000000      320.000000     0.262820511E-02 0.123224650E-01 0.103035951E-01-0.875639031E-03
  145.000000      325.000000     0.565714808E-02 0.113433981E-01 0.101783229E-01-0.282457424E-02
  145.000000      330.000000     0.781597570E-02 0.100019732E-01 0.846926402E-02-0.353604672E-02
  145.000000      335.000000     0.912084430E-02 0.823840778E-02 0.694833603E-02-0.213566842E-02
  145.000000      340.000000     0.928243250E-02 0.730177620E-02 0.646635657E-02-0.157458324E-02
  145.000000      345.000000     0.802312419E-02 0.772343390E-02 0.502299424E-02-0.209412375E-02
  145.000000      350.000000     0.621953700E-02 0.814393815E-02 0.236925599E-02-0.194009056E-02
  145.000000      355.000000     0.494086510E-02 0.820439309E-02 0.495450920E-03-0.143240858E-02
  150.000000      0.00000000    -0.166573394E-01-0.918928813E-02 0.104370120E-02 0.196645706E-03
  150.000000      5.00000000    -0.163964741E-01-0.102687161E-01 0.154338113E-02 0.182515767E-03
  150.000000      10.0000000    -0.170726329E-01-0.115105938E-01 0.134546380E-02 0.410720066E-03
  150.000000      15.0000000    -0.179143064E-01-0.124380961E-01 0.268984964E-03 0.143503118E-02
  150.000000      20.0000000    -0.176767129E-01-0.123136574E-01-0.871905999E-03 0.207802001E-02
  150.000000      25.0000000    -0.159689710E-01-0.111129340E-01-0.122639677E-02 0.128311710E-02
  150.000000      30.0000000    -0.137954382E-01-0.995501876E-02-0.924626016E-03-0.188447317E-03
  150.000000      35.0000000    -0.126176253E-01-0.997131038E-02-0.803274219E-03-0.100667367E-02
  150.000000      40.0000000    -0.128990188E-01-0.108654527E-01-0.125624170E-02-0.990287634E-03
  150.000000      45.0000000    -0.135324886E-01-0.112673230E-01-0.188992673E-02-0.691269233E-03
  150.000000      50.0000000    -0.130759841E-01-0.104768034E-01-0.217920262E-02-0.446346559E-03
  150.000000      55.0000000    -0.115685835E-01-0.910686981E-02-0.204810337E-02-0.542446272E-03
  150.000000      60.0000000    -0.101533867E-01-0.794220157E-02-0.191385567E-02-0.115384127E-02
  150.000000      65.0000000    -0.899549574E-02-0.699491240E-02-0.222506165E-02-0.157245889E-02
  150.000000      70.0000000    -0.718862331E-02-0.593013223E-02-0.285069714E-02-0.825608615E-03
  150.000000      75.0000000    -0.469088973E-02-0.466079079E-02-0.325117330E-02 0.551999430E-03
  150.000000      80.0000000    -0.254209433E-02-0.324808387E-02-0.329465722E-02 0.985196210E-03
  150.000000      85.0000000    -0.124159304E-02-0.184128270E-02-0.330828526E-02 0.338935293E-03
  150.000000      90.0000000    -0.465267192E-03-0.827794312E-03-0.344038336E-02 0.614052187E-04
  150.000000      95.0000000    -0.562066780E-04-0.449314219E-03-0.359669211E-02 0.710405526E-03
  150.000000      100.000000    -0.514577987E-04-0.298206054E-03-0.374400383E-02 0.128462806E-02
  150.000000      105.000000    -0.186983107E-04 0.203461517E-03-0.391274039E-02 0.115544093E-02
  150.000000      110.000000     0.803116709E-03 0.101364683E-02-0.415695086E-02 0.887042726E-03
  150.000000      115.000000     0.257590809E-02 0.183781015E-02-0.442326767E-02 0.984899933E-03
  150.000000      120.000000     0.448624650E-02 0.287758280E-02-0.441468647E-02 0.121980847E-02
  150.000000      125.000000     0.594691280E-02 0.431317464E-02-0.408474728E-02 0.128817768E-02
  150.000000      130.000000     0.767515181E-02 0.546905864E-02-0.390583905E-02 0.119441713E-02
  150.000000      135.000000     0.101237996E-01 0.557540124E-02-0.399620365E-02 0.947616179E-03
  150.000000      140.000000     0.117822876E-01 0.513335178E-02-0.386118633E-02 0.559525331E-03
  150.000000      145.000000     0.114157069E-01 0.532752136E-02-0.349350530E-02 0.417042145E-03
  150.000000      150.000000     0.106920097E-01 0.620911038E-02-0.340196467E-02 0.880696985E-03
  150.000000      155.000000     0.116158407E-01 0.706968876E-02-0.336900982E-02 0.129905762E-02
  150.000000      160.000000     0.127556352E-01 0.823233649E-02-0.262573198E-02 0.633328222E-03
  150.000000      165.000000     0.111590941E-01 0.987038575E-02-0.116498058E-02-0.642031664E-03
  150.000000      170.000000     0.700435136E-02 0.994549785E-02 0.204067008E-03-0.101148861E-02
  150.000000      175.000000     0.360020297E-02 0.729372213E-02 0.785723329E-03-0.441387965E-03
  150.000000      180.000000     0.325349416E-02 0.544645404E-02 0.487368350E-03-0.243303948E-03
  150.000000      185.000000     0.520161306E-02 0.827501621E-02-0.142259378E-03-0.573558675E-03
  150.000000      190.000000     0.733887311E-02 0.132918395E-01-0.289744785E-03-0.511836202E-03
  150.000000      195.000000     0.827886444E-02 0.147908172E-01 0.344491680E-03-0.238843233E-03
  150.000000      200.000000     0.780919287E-02 0.121666454E-01 0.136588817E-02-0.708788051E-03
  150.000000      205.000000     0.663523329E-02 0.981916394E-02 0.241380092E-02-0.158515933E-02
  150.000000      210.000000     0.574860256E-02 0.101909302E-01 0.355990301E-02-0.156766211E-02
  150.000000      215.000000     0.549471006E-02 0.116275121E-01 0.479413010E-02-0.410343666E-03
  150.000000      220.000000     0.556967733E-02 0.121147279E-01 0.558287743E-02 0.817033928E-03
  150.000000      225.000000     0.598111050E-02 0.114298305E-01 0.537910219E-02 0.115019211E-02
  150.000000      230.000000     0.702021085E-02 0.100992396E-01 0.462055532E-02 0.666464446E-03
  150.000000      235.000000     0.801819935E-02 0.842573773E-02 0.461509777E-02 0.258323009E-03
  150.000000      240.000000     0.753964856E-02 0.647577317E-02 0.574843399E-02 0.594455865E-03
  150.000000      245.000000     0.559812598E-02 0.452622678E-02 0.670045987E-02 0.129748345E-02
  150.000000      250.000000     0.400576554E-02 0.332960533E-02 0.657919655E-02 0.162045192E-02
  150.000000      255.000000     0.346089760E-02 0.311075826E-02 0.626443420E-02 0.157606916E-02
  150.000000      260.000000     0.252643321E-02 0.280468026E-02 0.633360911E-02 0.144789927E-02
  150.000000      265.000000     0.633413263E-03 0.173018547E-02 0.600894773E-02 0.933290692E-03
  150.000000      270.000000    -0.698450371E-03 0.816450745E-03 0.519197155E-02-0.609848794E-04
  150.000000      275.000000    -0.676019234E-03 0.543942675E-03 0.478225434E-02-0.874863646E-03
  150.000000      280.000000    -0.528257573E-03-0.242697221E-03 0.469735125E-02-0.128517277E-02
  150.000000      285.000000    -0.135109341E-02-0.188423856E-02 0.421896763E-02-0.172652176E-02
  150.000000      290.000000    -0.275057415E-02-0.298894895E-02 0.368891866E-02-0.201886380E-02
  150.000000      295.000000    -0.383012090E-02-0.319443108E-02 0.364440517E-02-0.181467086E-02
  150.000000      300.000000    -0.440975232E-02-0.388187240E-02 0.340477703E-02-0.179798168E-02
  150.000000      305.000000    -0.528266421E-02-0.540582044E-02 0.225329492E-02-0.231667957E-02
  150.000000      310.000000    -0.735763228E-02-0.639679562E-02 0.964329403E-03-0.222288468E-02
  150.000000      315.000000    -0.104324669E-01-0.613226276E-02 0.744133664E-03-0.102380139E-02
  150.000000      320.000000    -0.132640935E-01-0.543749565E-02 0.122783997E-02 0.131314609E-04
  150.000000      325.000000    -0.148824565E-01-0.527304038E-02 0.973957242E-03 0.341177947E-03
  150.000000      330.000000    -0.154231917E-01-0.580634642E-02-0.232993807E-04 0.876232341E-03
  150.000000      335.000000    -0.158221908E-01-0.661612442E-02-0.142353601E-03 0.145680469E-02
  150.000000      340.000000    -0.167813767E-01-0.717426417E-02 0.102601259E-02 0.775956782E-03
  150.000000      345.000000    -0.179136116E-01-0.739289634E-02 0.186329533E-02-0.799703354E-03
  150.000000      350.000000    -0.182582662E-01-0.767971296E-02 0.145331933E-02-0.137588533E-02
  150.000000      355.000000    -0.175865255E-01-0.830843393E-02 0.849725388E-03-0.553490478E-03
  155.000000      0.00000000    -0.863693655E-02-0.529445428E-02 0.119687058E-03-0.369302143E-04
  155.000000      5.00000000    -0.802197121E-02-0.515765930E-02-0.147228086E-03-0.210893927E-05
  155.000000      10.0000000    -0.826924387E-02-0.479241833E-02-0.186953184E-03 0.489442726E-03
  155.000000      15.0000000    -0.894409325E-02-0.474223308E-02-0.574977021E-03 0.172187563E-02
  155.000000      20.0000000    -0.909183268E-02-0.501329591E-02-0.158150576E-02 0.297320168E-02
  155.000000      25.0000000    -0.823223405E-02-0.503176032E-02-0.296928338E-02 0.348641980E-02
  155.000000      30.0000000    -0.696526142E-02-0.452565635E-02-0.431941682E-02 0.349795027E-02
  155.000000      35.0000000    -0.630155904E-02-0.408273749E-02-0.543357292E-02 0.378020504E-02
  155.000000      40.0000000    -0.641140807E-02-0.447414443E-02-0.632661255E-02 0.447598519E-02
  155.000000      45.0000000    -0.643347111E-02-0.561633334E-02-0.697752554E-02 0.497668283E-02
  155.000000      50.0000000    -0.567415450E-02-0.660686987E-02-0.735831959E-02 0.487827277E-02
  155.000000      55.0000000    -0.454299571E-02-0.675884821E-02-0.770536019E-02 0.457026949E-02
  155.000000      60.0000000    -0.389618473E-02-0.627120445E-02-0.841715839E-02 0.477207592E-02
  155.000000      65.0000000    -0.382684171E-02-0.583440671E-02-0.948047265E-02 0.570614450E-02
  155.000000      70.0000000    -0.369552802E-02-0.582367042E-02-0.102915233E-01 0.679983338E-02
  155.000000      75.0000000    -0.313142245E-02-0.598600646E-02-0.103846937E-01 0.720707932E-02
  155.000000      80.0000000    -0.233881688E-02-0.581499375E-02-0.101161478E-01 0.671872450E-02
  155.000000      85.0000000    -0.150437094E-02-0.512383785E-02-0.101928357E-01 0.604915107E-02
  155.000000      90.0000000    -0.576124992E-03-0.417255238E-02-0.106471572E-01 0.596704427E-02
  155.000000      95.0000000     0.310956006E-03-0.325100007E-02-0.107581709E-01 0.631026784E-02
  155.000000      100.000000     0.803413510E-03-0.238242769E-02-0.100273024E-01 0.629827706E-02
  155.000000      105.000000     0.956833479E-03-0.160999398E-02-0.882022083E-02 0.568841724E-02
  155.000000      110.000000     0.146090519E-02-0.125498918E-02-0.785787869E-02 0.503909821E-02
  155.000000      115.000000     0.291237491E-02-0.145593926E-02-0.736534921E-02 0.480411528E-02
  155.000000      120.000000     0.512115657E-02-0.163015351E-02-0.704884762E-02 0.474984990E-02
  155.000000      125.000000     0.743833976E-02-0.943491934E-03-0.675392989E-02 0.446035853E-02
  155.000000      130.000000     0.946893450E-02 0.633754942E-03-0.665190117E-02 0.398473209E-02
  155.000000      135.000000     0.110410107E-01 0.217205868E-02-0.671156868E-02 0.372922281E-02
  155.000000      140.000000     0.118839117E-01 0.279917684E-02-0.651914394E-02 0.394681050E-02
  155.000000      145.000000     0.120930495E-01 0.257499702E-02-0.586511195E-02 0.449137157E-02
  155.000000      150.000000     0.126291625E-01 0.230487762E-02-0.507379323E-02 0.490361406E-02
  155.000000      155.000000     0.143455314E-01 0.271802791E-02-0.448588002E-02 0.470974809E-02
  155.000000      160.000000     0.164598729E-01 0.373189128E-02-0.398203172E-02 0.386650744E-02
  155.000000      165.000000     0.169677194E-01 0.431360817E-02-0.329399714E-02 0.287110778E-02
  155.000000      170.000000     0.149999298E-01 0.350149581E-02-0.250571710E-02 0.216104649E-02
  155.000000      175.000000     0.121609699E-01 0.201217970E-02-0.192780152E-02 0.159145379E-02
  155.000000      180.000000     0.110071562E-01 0.209802808E-02-0.158336398E-02 0.894388766E-03
  155.000000      185.000000     0.124142487E-01 0.487355189E-02-0.112667482E-02 0.310224103E-03
  155.000000      190.000000     0.148141515E-01 0.846193545E-02-0.341585954E-03 0.136107221E-03
  155.000000      195.000000     0.159439258E-01 0.100424821E-01 0.547535252E-03-0.133385847E-04
  155.000000      200.000000     0.149852326E-01 0.924229901E-02 0.128863554E-02-0.686115585E-03
  155.000000      205.000000     0.128693096E-01 0.811598077E-02 0.210915576E-02-0.155230006E-02
  155.000000      210.000000     0.108633200E-01 0.808107294E-02 0.340531743E-02-0.176685909E-02
  155.000000      215.000000     0.941222813E-02 0.842821226E-02 0.497787073E-02-0.134427042E-02
  155.000000      220.000000     0.840268191E-02 0.803000480E-02 0.607434148E-02-0.131397985E-02
  155.000000      225.000000     0.789368153E-02 0.711626653E-02 0.637494866E-02-0.228262576E-02
  155.000000      230.000000     0.801759958E-02 0.661768205E-02 0.649655052E-02-0.352366571E-02
  155.000000      235.000000     0.844765734E-02 0.654090475E-02 0.714400411E-02-0.393528771E-02
